task_id,department,corridor_id,zone_id,station_code,asset_type,severity,overdue_days,failure_count_90d,asset_age_years,asset_health_index,safety_critical,single_point_failure,redundancy_available,daily_passenger_trains,daily_freight_trains,freight_forecast_24h,traffic_density_index,train_conflict_count,nearest_available_block_hours,requested_block_duration_min,estimated_repair_duration_min,crew_count_required,material_readiness_pct,weather_risk,night_work,permit_ready,dependency_count,historical_delay_minutes,traction_load_pct,ohe_temperature_c,contact_wire_wear_pct,pantograph_interaction_risk,traction_power_interruptions_30d,criticality_score,priority_class,recommended_window
MT-000269,Engineering,C6-Coastal,Zone-C,384,Bridge Component,4,8,2,7.1,47.5,1,0,0,42,16,21.8,86.9,3,23.7,142,203,6,72.5,0,0,0,0,17.9,47.4,31.4,25.1,15.6,2,99.45,CRITICAL,Next available safe block
MT-000270,Engineering,C4-South,Zone-B,233,Track Circuit,1,11,1,15.5,65.6,1,0,0,47,15,12.1,95.3,3,11.4,85,117,10,65.6,0,0,1,0,44.6,54.9,29.6,34.9,7.7,1,99.88,CRITICAL,Next available safe block
MT-000271,S&T,C3-West,Zone-C,868,Axle Counter,1,13,1,14.2,58.8,1,0,0,50,16,13.1,100.0,5,29.4,129,151,2,81.6,0,0,0,0,33.8,61.0,32.1,35.6,28.8,0,96.76,CRITICAL,Next available safe block
MT-000272,S&T,C2-East,Zone-C,794,Signal,2,7,1,14.9,68.8,0,0,0,34,14,15.0,67.2,2,31.1,43,95,3,83.5,0,0,1,1,8.0,30.3,29.1,33.2,35.8,1,81.55,CRITICAL,Next available safe block
MT-000273,S&T,C6-Coastal,Zone-D,638,Track Circuit,2,1,0,11.3,90.5,0,0,1,43,11,6.0,62.3,1,19.4,33,16,10,73.9,0,1,1,1,8.9,47.2,32.6,31.0,31.8,1,21.4,LOW,Planned maintenance
MT-000274,S&T,C6-Coastal,Zone-A,751,Track Circuit,4,1,0,15.6,62.6,1,0,1,48,20,11.7,100.0,3,17.6,162,181,2,66.0,0,0,1,1,11.5,77.3,36.2,38.5,18.9,0,99.46,CRITICAL,Next available safe block
MT-000275,TRD,C3-West,Zone-D,359,Switchgear,5,10,1,25.3,35.2,0,0,0,47,11,10.3,73.4,7,32.4,164,183,10,100.0,0,0,1,3,25.8,36.3,44.9,69.5,46.0,1,100.0,CRITICAL,Next available safe block
MT-000276,TRD,C5-Central,Zone-C,602,Isolator,3,15,5,13.2,24.4,0,0,0,45,20,21.4,100.0,5,6.5,79,113,2,83.5,0,0,1,2,25.2,88.7,31.9,98.0,69.7,2,100.0,CRITICAL,Next available safe block
MT-000277,S&T,C5-Central,Zone-E,691,Track Circuit,3,9,1,10.8,48.5,1,1,0,40,12,14.3,67.0,4,4.9,166,178,7,83.1,2,1,1,2,23.0,70.9,28.3,27.0,21.2,1,100.0,CRITICAL,Next available safe block
MT-000278,TRD,C5-Central,Zone-A,279,OHE Contact Wire,1,5,0,10.4,86.7,1,0,1,36,13,18.2,53.9,0,7.1,169,206,8,96.8,0,1,1,0,12.4,87.6,33.0,20.6,28.8,0,60.59,MEDIUM,Within 7 days
MT-000279,TRD,C4-South,Zone-A,995,Switchgear,3,3,1,13.5,65.2,1,0,1,38,18,22.5,94.5,3,24.3,75,119,2,48.2,1,0,1,0,13.8,99.8,40.2,47.4,52.0,2,100.0,CRITICAL,Next available safe block
MT-000280,S&T,C1-North,Zone-C,366,Signal,4,15,0,11.3,42.3,1,0,1,38,16,16.8,74.1,6,25.0,130,134,11,71.1,0,0,1,1,35.2,78.2,55.2,39.3,24.3,2,100.0,CRITICAL,Next available safe block
MT-000281,S&T,C5-Central,Zone-D,663,Point Machine,3,0,1,23.5,60.0,1,0,1,38,20,20.2,100.0,1,5.8,61,107,5,92.1,2,1,1,0,21.3,67.0,54.1,26.3,48.4,0,100.0,CRITICAL,Next available safe block
MT-000282,Engineering,C5-Central,Zone-E,183,Sleeper Zone,2,4,2,3.9,77.8,1,0,1,43,11,13.3,71.8,1,8.4,74,80,6,93.2,3,0,0,0,5.9,39.0,31.7,22.8,49.5,1,82.5,CRITICAL,Next available safe block
MT-000283,Engineering,C6-Coastal,Zone-B,509,Turnout,4,21,0,21.6,29.7,0,0,0,47,18,20.4,100.0,4,22.8,49,105,7,77.5,1,1,1,1,12.1,27.4,43.5,30.7,39.4,0,100.0,CRITICAL,Next available safe block
MT-000284,Engineering,C2-East,Zone-D,255,Rail Joint,5,19,0,9.0,30.5,1,1,1,37,26,30.1,100.0,3,1.1,102,111,10,90.5,3,0,1,1,23.8,49.1,33.6,49.3,18.8,1,100.0,CRITICAL,Next available safe block
MT-000285,TRD,C2-East,Zone-A,589,Traction Transformer,2,10,1,11.5,60.8,0,1,1,49,16,16.2,89.9,8,9.7,145,146,7,97.3,1,0,0,0,18.2,67.6,39.7,53.1,43.4,0,100.0,CRITICAL,Next available safe block
MT-000286,Engineering,C3-West,Zone-D,427,Track Circuit,2,4,2,16.3,74.7,0,1,0,39,21,19.1,89.4,4,27.4,61,110,2,74.6,3,1,1,1,13.0,42.3,46.8,29.0,16.0,1,98.96,CRITICAL,Next available safe block
MT-000287,TRD,C3-West,Zone-B,715,Section Insulator,2,6,0,8.3,80.5,0,0,0,55,16,10.6,100.0,3,22.7,92,103,3,89.5,0,0,0,0,18.1,91.1,62.4,39.4,46.9,0,94.1,CRITICAL,Next available safe block
MT-000288,TRD,C3-West,Zone-E,445,Section Insulator,1,9,2,7.7,82.1,0,1,1,51,14,13.9,100.0,4,21.2,72,73,12,88.4,0,0,1,0,13.1,84.6,39.2,28.6,30.2,2,94.24,CRITICAL,Next available safe block
MT-000289,Engineering,C5-Central,Zone-E,196,Sleeper Zone,4,27,1,6.0,24.1,0,0,0,45,14,17.7,72.6,2,2.8,119,158,4,75.6,0,0,1,0,6.1,46.7,44.1,25.3,26.0,2,100.0,CRITICAL,Next available safe block
MT-000290,TRD,C2-East,Zone-B,736,OHE Contact Wire,5,17,2,6.9,22.6,0,0,0,50,15,22.8,92.7,3,25.7,119,96,12,62.5,1,0,1,1,21.8,95.6,50.0,77.2,76.4,2,100.0,CRITICAL,Next available safe block
MT-000291,Engineering,C3-West,Zone-B,282,Track Circuit,3,16,1,13.2,42.8,1,0,1,35,11,9.4,69.7,0,12.1,178,177,11,95.3,0,0,1,0,5.2,75.4,38.4,44.6,9.0,2,100.0,CRITICAL,Next available safe block
MT-000292,Engineering,C2-East,Zone-C,426,Bridge Component,4,7,5,26.0,30.3,0,0,1,36,13,13.2,72.0,5,8.8,123,152,4,73.3,0,0,1,0,18.7,60.2,18.6,17.1,24.0,0,100.0,CRITICAL,Next available safe block
MT-000293,S&T,C5-Central,Zone-A,665,Point Machine,3,4,2,16.1,50.5,1,0,0,44,16,13.8,100.0,3,16.5,86,118,6,73.4,1,1,0,0,13.0,52.6,48.7,45.7,15.7,1,100.0,CRITICAL,Next available safe block
MT-000294,Engineering,C6-Coastal,Zone-C,913,Track Circuit,3,6,1,17.7,43.8,1,1,0,44,16,16.0,85.9,8,21.5,23,21,2,97.2,1,0,1,0,32.3,63.8,24.6,13.0,30.0,1,99.39,CRITICAL,Next available safe block
MT-000295,Engineering,C5-Central,Zone-D,775,Track Circuit,3,17,0,4.2,35.7,1,0,0,53,17,18.4,100.0,6,6.3,58,67,5,96.5,0,0,1,0,19.2,47.0,29.2,27.9,25.7,3,100.0,CRITICAL,Next available safe block
MT-000296,TRD,C3-West,Zone-B,995,OHE Contact Wire,4,23,1,4.4,18.5,0,0,1,46,16,21.0,80.7,5,17.2,144,147,2,77.7,0,0,1,2,23.5,76.2,49.6,86.3,65.1,2,100.0,CRITICAL,Next available safe block
MT-000297,TRD,C5-Central,Zone-C,760,Traction Transformer,4,0,1,17.7,47.0,1,0,0,39,19,24.4,83.4,1,7.0,107,137,10,70.2,1,0,1,3,18.8,81.1,40.9,48.7,49.2,1,100.0,CRITICAL,Next available safe block
MT-000298,Engineering,C5-Central,Zone-A,901,Rail Joint,1,0,3,0.5,74.6,1,0,0,38,13,15.1,78.6,2,24.8,83,79,12,100.0,0,0,1,1,8.3,39.9,36.3,17.6,5.4,0,79.73,HIGH,Within 72 hours
MT-000299,TRD,C2-East,Zone-A,477,Traction Transformer,3,6,2,11.5,59.2,0,0,1,50,20,19.7,100.0,3,22.9,113,150,10,90.1,0,0,1,0,13.0,60.3,40.6,61.4,51.2,3,98.93,CRITICAL,Next available safe block
MT-000300,Engineering,C1-North,Zone-B,186,Rail Joint,3,18,2,20.0,29.7,1,0,0,26,13,14.2,59.2,2,29.1,67,74,10,59.6,0,1,1,1,7.9,45.5,27.7,27.5,38.9,0,100.0,CRITICAL,Next available safe block
MT-000301,Engineering,C4-South,Zone-C,773,Track Circuit,4,3,2,10.6,56.0,1,1,1,42,14,18.0,89.3,5,22.7,107,100,10,71.1,1,1,1,5,15.4,62.7,26.7,41.0,20.1,1,100.0,CRITICAL,Next available safe block
MT-000302,TRD,C3-West,Zone-E,779,OHE Contact Wire,3,12,2,10.6,47.2,0,1,1,31,8,11.2,53.6,1,22.6,142,165,11,92.8,0,0,1,2,6.6,67.1,21.8,73.4,52.8,3,100.0,CRITICAL,Next available safe block
MT-000303,TRD,C1-North,Zone-B,234,Traction Transformer,2,0,3,17.3,75.0,0,0,0,36,18,9.9,84.8,1,20.8,147,185,11,66.4,0,1,1,0,4.2,67.8,28.6,31.4,32.5,1,98.02,CRITICAL,Next available safe block
MT-000304,TRD,C6-Coastal,Zone-D,189,Section Insulator,4,5,2,10.7,51.1,0,0,1,51,11,2.8,86.8,3,1.0,170,240,8,92.2,0,0,1,3,9.6,94.3,28.1,64.4,53.9,0,100.0,CRITICAL,Next available safe block
MT-000305,TRD,C3-West,Zone-C,587,OHE Contact Wire,3,1,2,18.9,67.0,1,1,0,44,14,11.7,68.7,1,13.3,29,60,4,91.6,1,0,1,0,23.9,77.4,31.6,50.4,37.4,1,100.0,CRITICAL,Next available safe block
MT-000306,S&T,C1-North,Zone-C,919,Interlocking Module,2,7,0,7.6,70.8,0,1,0,37,18,14.1,78.7,2,11.5,37,37,11,75.8,0,0,1,1,7.6,92.4,34.5,31.0,31.9,1,71.14,HIGH,Within 72 hours
MT-000307,TRD,C5-Central,Zone-B,916,OHE Contact Wire,4,10,0,20.4,40.2,1,0,0,35,16,18.7,73.6,2,8.1,156,184,9,87.7,0,0,1,1,7.9,70.0,24.5,70.7,52.7,0,100.0,CRITICAL,Next available safe block
MT-000308,Engineering,C3-West,Zone-C,986,Rail Joint,1,14,2,11.9,60.0,1,0,0,33,13,10.9,72.6,5,31.5,141,174,7,100.0,1,0,1,1,13.0,88.3,47.1,26.2,24.2,0,100.0,CRITICAL,Next available safe block
MT-000309,S&T,C1-North,Zone-C,692,Signal,1,4,2,2.6,85.9,0,0,1,34,17,16.4,75.8,4,13.0,120,117,4,86.9,1,1,1,2,13.2,48.1,38.5,24.9,10.4,2,75.13,HIGH,Within 72 hours
MT-000310,Engineering,C4-South,Zone-D,962,Rail Joint,2,0,1,13.9,80.6,1,0,0,38,19,22.1,77.2,2,15.0,90,108,2,68.5,0,0,1,0,17.2,60.4,31.7,37.4,19.1,0,85.5,CRITICAL,Next available safe block
MT-000311,TRD,C5-Central,Zone-D,842,Isolator,2,0,2,2.1,82.8,1,1,0,42,16,13.2,92.4,4,16.6,160,219,2,75.2,1,0,1,1,15.2,64.9,50.7,19.4,25.9,2,100.0,CRITICAL,Next available safe block
MT-000312,Engineering,C3-West,Zone-E,188,Bridge Component,3,18,4,12.1,38.1,0,0,1,37,14,14.5,70.9,1,13.5,92,111,3,81.3,0,0,1,0,9.4,68.2,44.3,29.8,23.8,0,100.0,CRITICAL,Next available safe block
MT-000313,Engineering,C6-Coastal,Zone-D,392,Rail Joint,3,1,0,5.2,73.6,1,0,1,30,10,11.5,71.0,5,18.9,73,103,6,100.0,0,0,1,0,30.1,77.5,32.6,17.1,12.7,0,87.56,CRITICAL,Next available safe block
MT-000314,S&T,C6-Coastal,Zone-E,545,Axle Counter,3,13,3,0.5,46.3,0,0,0,47,13,16.7,90.3,3,15.2,108,112,5,83.2,0,0,1,2,24.5,65.7,34.7,30.6,33.5,2,99.66,CRITICAL,Next available safe block
MT-000315,S&T,C3-West,Zone-D,498,Interlocking Module,2,0,3,0.5,75.3,0,1,1,36,15,14.0,83.4,2,24.2,64,43,7,84.5,0,0,1,0,30.8,91.2,29.5,26.4,23.6,0,73.7,HIGH,Within 72 hours
MT-000316,TRD,C1-North,Zone-E,613,Switchgear,2,22,1,17.7,38.1,1,0,0,31,20,20.6,77.0,2,21.5,165,192,11,79.9,2,0,1,2,11.4,97.0,45.6,67.3,48.1,3,100.0,CRITICAL,Next available safe block
MT-000317,Engineering,C3-West,Zone-D,494,Rail Joint,3,33,0,4.2,17.8,1,1,1,38,12,15.3,74.6,2,18.3,125,133,11,88.6,0,1,1,1,13.5,73.7,32.7,20.7,5.5,0,100.0,CRITICAL,Next available safe block
MT-000318,Engineering,C5-Central,Zone-D,963,Bridge Component,3,11,1,15.6,52.9,1,0,0,39,23,15.0,100.0,2,16.5,27,101,11,78.2,0,1,1,2,7.7,100.0,51.8,11.6,5.8,0,100.0,CRITICAL,Next available safe block
MT-000319,Engineering,C2-East,Zone-B,833,Sleeper Zone,2,5,1,15.2,73.4,0,0,0,38,16,23.1,88.4,6,23.3,138,167,6,69.0,0,1,1,2,18.9,70.9,37.4,46.4,11.6,0,99.23,CRITICAL,Next available safe block
MT-000320,Engineering,C6-Coastal,Zone-D,116,Turnout,2,21,4,21.2,21.8,1,0,1,45,14,13.7,100.0,4,7.0,73,79,11,84.8,2,0,1,0,17.4,45.0,25.8,18.1,24.1,0,100.0,CRITICAL,Next available safe block
MT-000321,TRD,C1-North,Zone-E,807,Isolator,1,4,0,15.2,77.6,0,0,0,32,15,18.1,67.7,4,31.7,89,104,12,91.7,0,0,1,1,17.8,84.4,33.1,36.1,33.0,0,88.25,CRITICAL,Next available safe block
MT-000322,TRD,C4-South,Zone-B,731,Traction Transformer,1,8,2,0.5,62.3,0,1,1,39,17,16.8,72.2,2,22.7,171,162,10,95.5,1,0,0,1,11.4,65.0,44.5,62.4,43.6,3,100.0,CRITICAL,Next available safe block
MT-000323,TRD,C3-West,Zone-E,341,Traction Transformer,1,0,2,18.9,88.8,1,1,1,40,14,11.2,73.0,5,13.9,99,147,2,68.4,2,1,1,0,14.0,59.4,55.5,22.4,25.8,0,100.0,CRITICAL,Next available safe block
MT-000324,Engineering,C5-Central,Zone-D,785,Bridge Component,4,7,0,10.2,57.3,0,0,1,43,20,28.7,85.2,4,32.2,73,87,5,93.0,0,0,0,0,17.3,48.7,33.2,16.1,23.3,1,98.84,CRITICAL,Next available safe block
MT-000325,S&T,C3-West,Zone-D,643,Signal,2,18,1,22.1,51.1,0,0,0,36,11,11.2,51.4,0,16.2,123,118,10,87.5,0,0,1,1,8.0,57.3,33.3,22.7,27.9,2,97.86,CRITICAL,Next available safe block
MT-000326,TRD,C4-South,Zone-E,886,OHE Insulator,1,4,2,13.6,75.3,1,0,1,40,16,19.1,88.9,7,35.9,166,173,4,64.7,0,1,1,1,19.0,79.0,45.7,31.1,33.5,1,100.0,CRITICAL,Next available safe block
MT-000327,TRD,C5-Central,Zone-C,806,Isolator,3,4,0,16.6,71.7,0,0,1,45,13,14.1,93.5,4,19.3,155,140,11,71.6,0,0,1,2,13.9,71.9,51.2,37.6,34.2,2,100.0,CRITICAL,Next available safe block
MT-000328,TRD,C4-South,Zone-B,103,OHE Insulator,3,4,0,17.8,61.4,1,1,0,37,11,16.8,75.8,4,18.9,73,46,9,92.2,0,1,1,0,30.4,74.9,46.8,25.4,36.7,0,100.0,CRITICAL,Next available safe block
MT-000329,Engineering,C5-Central,Zone-B,380,Turnout,3,26,0,6.4,27.6,0,1,0,38,20,27.9,92.4,3,9.2,161,185,5,85.7,0,0,1,0,22.8,85.6,22.7,14.2,33.1,0,99.44,CRITICAL,Next available safe block
MT-000330,Engineering,C2-East,Zone-D,632,Rail Joint,1,10,3,17.1,68.2,0,0,1,38,12,18.4,69.9,3,29.6,41,59,11,90.0,1,1,1,2,12.9,54.1,48.5,25.7,18.0,2,90.87,CRITICAL,Next available safe block
MT-000331,Engineering,C6-Coastal,Zone-B,570,Rail Joint,4,8,1,14.8,47.7,0,1,0,43,14,16.4,82.2,5,19.0,57,57,9,98.2,0,1,1,2,15.9,70.9,33.2,18.5,30.1,0,100.0,CRITICAL,Next available safe block
MT-000332,TRD,C5-Central,Zone-E,337,Isolator,4,4,2,16.9,55.7,1,1,0,51,14,14.9,98.4,0,1.0,122,193,10,87.5,2,0,1,1,8.3,110.0,46.3,41.2,54.0,3,100.0,CRITICAL,Next available safe block
MT-000333,Engineering,C4-South,Zone-D,704,Bridge Component,3,17,1,13.1,38.5,1,0,1,39,15,16.6,80.7,4,19.0,169,175,10,89.7,3,0,1,0,11.4,40.6,30.9,21.3,35.3,0,99.67,CRITICAL,Next available safe block
MT-000334,Engineering,C1-North,Zone-B,577,Rail Joint,3,1,1,8.7,73.2,1,0,1,41,13,15.8,64.5,5,17.8,44,51,7,54.3,0,0,1,4,23.7,69.9,31.5,53.7,29.8,0,88.96,CRITICAL,Next available safe block
MT-000335,Engineering,C6-Coastal,Zone-A,188,Rail Joint,2,19,2,3.9,36.5,1,0,1,42,10,9.5,69.1,2,21.8,138,163,2,88.0,0,1,1,2,18.8,68.0,30.6,42.6,8.4,1,100.0,CRITICAL,Next available safe block
MT-000336,Engineering,C2-East,Zone-B,212,Sleeper Zone,4,7,5,11.6,30.8,1,0,1,52,15,15.9,84.8,6,27.2,52,48,2,100.0,0,1,1,2,22.8,86.5,25.2,21.2,22.2,0,100.0,CRITICAL,Next available safe block
MT-000337,S&T,C3-West,Zone-E,832,Signal,3,19,0,17.7,39.0,0,1,1,60,16,15.9,100.0,4,31.3,26,36,8,88.4,0,1,1,0,15.3,74.8,32.2,26.6,19.7,0,100.0,CRITICAL,Next available safe block
MT-000338,TRD,C2-East,Zone-B,709,Section Insulator,1,5,0,11.6,73.0,1,0,1,40,13,11.0,84.9,3,1.0,171,222,10,100.0,0,1,0,2,9.1,76.7,40.2,51.9,36.7,2,100.0,CRITICAL,Next available safe block
MT-000339,TRD,C2-East,Zone-C,241,OHE Contact Wire,3,15,5,15.2,41.5,0,1,0,50,17,26.2,100.0,4,21.1,43,58,8,89.9,0,0,1,0,12.3,65.7,27.4,72.7,54.1,1,100.0,CRITICAL,Next available safe block
MT-000340,Engineering,C3-West,Zone-C,761,Rail Joint,5,13,2,0.5,27.2,1,0,0,39,15,16.0,85.0,5,9.4,43,41,9,71.2,1,1,1,1,26.4,57.0,31.6,4.7,13.6,1,100.0,CRITICAL,Next available safe block
MT-000341,TRD,C5-Central,Zone-D,659,Switchgear,3,7,1,19.4,61.3,0,0,0,40,24,23.3,99.8,5,12.0,170,175,7,75.9,3,1,1,1,26.4,82.9,42.7,57.3,53.1,0,100.0,CRITICAL,Next available safe block
MT-000342,TRD,C2-East,Zone-C,150,Switchgear,2,20,2,17.3,38.2,0,0,0,50,14,17.5,93.8,2,12.7,148,197,12,70.7,0,1,1,2,7.5,72.0,33.4,62.9,56.3,1,100.0,CRITICAL,Next available safe block
MT-000343,Engineering,C6-Coastal,Zone-E,307,Rail Joint,3,20,1,14.4,37.6,0,0,0,33,16,9.5,86.5,8,18.9,98,138,8,80.9,1,1,1,2,38.7,59.8,41.8,17.8,39.4,1,98.72,CRITICAL,Next available safe block
MT-000344,TRD,C2-East,Zone-A,622,Traction Transformer,2,2,0,20.3,83.2,1,0,1,39,12,15.5,79.2,5,18.9,28,50,7,84.5,0,1,1,3,18.8,44.0,38.4,22.5,18.3,5,97.54,CRITICAL,Next available safe block
MT-000345,Engineering,C1-North,Zone-A,607,Turnout,3,2,0,13.0,69.0,1,0,1,48,18,22.1,98.0,7,22.2,70,53,12,97.3,1,0,0,4,15.4,73.6,38.7,28.0,19.6,2,100.0,CRITICAL,Next available safe block
MT-000346,TRD,C6-Coastal,Zone-D,369,Isolator,3,6,0,19.0,58.2,1,1,1,46,13,5.8,82.5,1,15.6,140,165,2,91.0,0,0,1,0,16.9,99.1,38.0,41.1,46.9,3,100.0,CRITICAL,Next available safe block
MT-000347,TRD,C1-North,Zone-D,362,OHE Contact Wire,4,5,2,11.7,41.0,1,0,1,47,25,35.0,100.0,4,16.2,106,147,8,87.8,3,0,0,1,23.1,63.9,27.2,59.5,45.5,0,100.0,CRITICAL,Next available safe block
MT-000348,Engineering,C6-Coastal,Zone-C,808,Turnout,4,17,2,9.1,34.6,1,0,0,46,12,15.1,76.0,1,21.4,132,142,5,100.0,3,0,1,1,5.6,85.3,43.4,6.8,21.9,1,98.58,CRITICAL,Next available safe block
MT-000349,Engineering,C4-South,Zone-E,285,Rail Joint,3,11,2,13.8,36.4,0,0,1,47,18,19.8,100.0,1,28.6,64,84,12,90.6,0,0,1,1,11.6,100.0,35.1,44.8,21.2,1,100.0,CRITICAL,Next available safe block
MT-000350,TRD,C3-West,Zone-C,907,Switchgear,4,0,1,3.7,58.9,0,0,1,41,19,17.6,93.7,3,20.4,100,128,6,74.9,2,0,1,2,16.1,84.2,52.7,49.1,55.0,1,100.0,CRITICAL,Next available safe block
MT-000351,TRD,C6-Coastal,Zone-E,320,OHE Insulator,4,0,1,20.1,54.1,0,0,0,54,17,11.7,100.0,3,23.4,149,157,11,76.3,0,1,1,0,9.9,76.2,43.2,68.7,37.8,3,100.0,CRITICAL,Next available safe block
MT-000352,S&T,C6-Coastal,Zone-E,180,Axle Counter,3,9,2,20.1,48.1,1,0,0,54,22,22.9,100.0,3,25.5,23,29,4,100.0,1,1,0,2,6.6,72.0,22.9,36.3,26.7,0,100.0,CRITICAL,Next available safe block
MT-000353,TRD,C5-Central,Zone-A,833,Isolator,1,16,4,24.8,49.7,1,0,1,46,10,7.7,75.2,1,17.2,69,76,2,53.9,0,1,1,1,27.2,101.8,47.2,62.8,58.9,2,100.0,CRITICAL,Next available safe block
MT-000354,Engineering,C5-Central,Zone-E,508,Turnout,4,22,1,11.4,21.3,1,1,1,42,15,14.2,78.0,4,19.2,35,36,12,76.4,1,0,1,1,15.2,58.2,34.6,30.7,3.9,0,97.52,CRITICAL,Next available safe block
MT-000355,Engineering,C4-South,Zone-B,990,Bridge Component,2,10,1,13.1,61.8,0,0,0,50,10,13.6,83.1,3,10.7,119,157,3,85.6,2,1,0,0,21.5,46.5,42.5,51.8,27.5,0,98.79,CRITICAL,Next available safe block
MT-000356,TRD,C5-Central,Zone-E,781,Isolator,2,7,1,13.1,60.7,0,0,1,42,16,15.0,87.2,4,20.7,110,115,4,84.8,1,0,1,1,18.9,61.5,18.6,48.7,36.4,0,100.0,CRITICAL,Next available safe block
MT-000357,Engineering,C5-Central,Zone-A,185,Rail Joint,2,6,0,9.3,75.9,1,0,0,40,20,17.7,83.9,2,9.1,63,77,10,78.0,2,0,1,1,9.8,81.1,34.8,31.1,25.6,0,85.12,CRITICAL,Next available safe block
MT-000358,TRD,C1-North,Zone-C,655,OHE Contact Wire,3,1,1,13.7,59.9,0,1,1,51,13,16.8,91.0,5,30.6,96,127,5,100.0,2,0,1,1,33.1,79.0,42.7,51.3,41.7,0,99.32,CRITICAL,Next available safe block
MT-000359,S&T,C5-Central,Zone-E,872,Point Machine,4,7,1,14.2,43.0,0,1,1,42,16,13.7,91.2,4,19.5,104,96,2,97.6,1,1,1,1,14.3,64.5,35.6,17.6,21.1,0,100.0,CRITICAL,Next available safe block
MT-000360,TRD,C5-Central,Zone-B,203,OHE Insulator,3,4,1,0.5,62.2,1,1,0,42,11,7.2,86.5,2,17.7,150,146,2,51.7,0,0,1,0,5.7,68.9,45.2,44.6,31.1,0,100.0,CRITICAL,Next available safe block
MT-000361,Engineering,C4-South,Zone-D,383,Track Circuit,1,4,1,5.0,96.4,0,0,0,37,11,13.2,63.1,2,9.2,73,78,2,69.6,1,0,1,1,14.7,73.5,37.3,21.3,11.7,2,28.93,LOW,Planned maintenance
MT-000362,TRD,C4-South,Zone-C,559,OHE Contact Wire,3,13,2,19.3,47.0,1,0,1,42,14,11.4,79.8,3,6.8,132,154,3,100.0,1,0,1,2,18.6,45.2,40.5,67.7,49.3,2,100.0,CRITICAL,Next available safe block
MT-000363,TRD,C2-East,Zone-D,839,Traction Transformer,4,0,1,13.9,49.7,0,0,1,45,14,9.9,74.7,4,12.6,58,65,10,88.4,2,1,0,3,36.8,97.6,61.5,66.5,53.0,1,100.0,CRITICAL,Next available safe block
MT-000364,TRD,C5-Central,Zone-B,799,Traction Transformer,4,0,0,0.5,66.7,0,0,1,46,16,14.9,91.3,3,21.8,139,169,4,65.2,0,0,1,0,28.6,86.8,37.5,47.4,54.7,4,100.0,CRITICAL,Next available safe block
MT-000365,S&T,C5-Central,Zone-A,560,Point Machine,3,0,2,5.0,66.5,1,0,0,48,16,19.0,83.1,0,14.0,100,132,2,87.5,1,0,1,0,8.9,50.8,32.5,38.8,27.7,0,89.57,CRITICAL,Next available safe block
MT-000366,Engineering,C6-Coastal,Zone-A,220,Track Circuit,1,15,1,12.5,58.1,0,1,0,40,23,28.6,95.5,8,30.8,43,52,10,67.2,1,1,1,0,18.8,52.1,22.1,20.4,18.6,1,96.67,CRITICAL,Next available safe block
MT-000367,S&T,C5-Central,Zone-C,760,Signal,3,11,0,6.0,49.3,1,1,0,54,23,20.4,100.0,3,15.4,134,157,10,51.4,0,0,1,0,8.2,74.3,43.9,30.5,21.6,1,100.0,CRITICAL,Next available safe block
MT-000368,S&T,C1-North,Zone-E,451,Track Circuit,2,16,1,15.9,51.6,1,0,1,48,10,11.6,85.9,4,15.8,171,168,10,84.0,1,0,1,0,11.8,41.9,15.0,31.6,21.9,3,100.0,CRITICAL,Next available safe block
MT-000369,Engineering,C6-Coastal,Zone-E,916,Turnout,1,0,1,15.0,86.3,1,0,1,44,22,15.2,100.0,5,19.7,61,110,4,82.3,0,0,1,0,17.0,51.5,32.3,40.5,16.9,2,85.59,CRITICAL,Next available safe block
MT-000370,Engineering,C5-Central,Zone-D,539,Sleeper Zone,4,13,2,15.8,39.0,1,0,0,40,19,20.6,78.9,4,26.4,37,66,8,86.1,0,1,1,1,20.4,76.7,20.3,21.5,39.7,1,100.0,CRITICAL,Next available safe block
MT-000371,Engineering,C1-North,Zone-A,668,Rail Joint,3,0,1,12.5,60.9,1,1,0,41,13,12.9,89.0,5,17.8,70,119,3,80.0,1,0,1,0,14.3,65.8,34.4,48.2,25.1,2,100.0,CRITICAL,Next available safe block
MT-000372,Engineering,C2-East,Zone-E,952,Rail Joint,3,0,2,11.6,58.6,1,0,1,41,4,5.2,65.3,4,18.4,35,65,2,85.3,1,1,1,1,17.9,100.0,24.3,26.9,29.8,1,99.36,CRITICAL,Next available safe block
MT-000373,Engineering,C6-Coastal,Zone-E,288,Sleeper Zone,3,0,1,24.1,71.4,0,0,1,55,18,14.7,100.0,5,8.6,116,161,10,74.4,1,1,1,0,18.8,62.8,39.8,30.7,38.2,2,100.0,CRITICAL,Next available safe block
MT-000374,TRD,C3-West,Zone-A,968,Section Insulator,3,0,0,5.7,74.9,0,1,0,43,17,18.0,100.0,7,35.5,116,154,8,55.7,0,1,0,0,21.1,64.6,48.1,36.5,29.7,0,100.0,CRITICAL,Next available safe block
MT-000375,Engineering,C5-Central,Zone-A,649,Track Circuit,1,32,2,0.5,33.6,1,0,1,39,15,5.0,71.8,0,7.4,83,107,4,100.0,0,0,1,2,4.9,37.0,25.7,2.2,32.5,0,100.0,CRITICAL,Next available safe block
